Key,English Words,Translation
print_compact_receipt,Print Compact Receipt, પ્રિન્ટ કોમ્પેકટ રીસીપ્ટ 
print_detailed_receipt,Print Detailed Receipt, પ્રિન્ટ વિગતવાર રીસીપ્ટ 
print_office_copy,Print office copy,પ્રિન્ટ ઓફિસ કોપી 
print_remarks,Print Remarks, પ્રિન્ટ રીમાર્કઝ 
print_report,Print Report,પ્રિન્ટ અહેવાલ 
provide_contact_details_to_send_express_checkout,Provide contact details to send Express Checkout,એક્ષપ્રેસ ચેકઆઉટ મોકલવા માટે સંપર્ક વિગતો પૂરી પાડો 
qr,QR,કયું આર 
qr_selection_type,QR Selection Type,કયુઆર પસંદગી પ્રકાર 
label_qr_pending_payment,QR Pending Payments, કયુઆર પડતર ચૂકવણીઓ 
quick_view_detail,Quick View Detail,ત્વરીત વ્યૂ વિગતવાર 
quota_of,Quota of,નો કવોટા 
label_rate_per_kg,Rate (Rs/KG), દર (રૂ/કિગ્રા) 
transfer_reason,Reason,કારણ 
reason_for_refund,Reason for refund,રીફંડ માટે કારણ 
receipt,Receipt,રીસીપ્ટ 
receipt_type,Receipt Type,રીસીપ્ટ પ્રકાર 
label_receive_branch,Receive Branch,શાખા મેળવો 
receive_city,Receive City,શહેર મેળવો 
received_by,Received By,ના દ્વારા મેળવ્યું 
received_by_branch,Received By Branch, શાખા દ્વારા મેળવ્યું 
receiver_id_proof,Receiver Id Proof, મેળવનાર આઈડી પ્રૂફ 
receiver_id_proof_no,Receiver Id Proof No, મેળવનાર આઈડી પ્રૂફ નં. 
receiver_image_id,Receiver Image Id, મેળવનાર ઇમેજ આઈડી  
receiver_mobile_no_,Receiver mobile No,મેળવનાર મોબાઈલ નં  
label_receiver_name,Receiver Name, મેળવનારનું નામ 
receiver_city_and_state,Receiver City & State, મેળવનાર શહેર અને રાજય 
receiver_pin_code,Receiver Pincode,મેળવનાર પિન કોડ 
label_receiving_branch,Receiving Branch,મેળવતી શાખા 
lebel_receiving_city,Receiving City, મેળવતું શહેર 
recharge_amount,Recharge amount,રીચાર્જ રકમ 
label_recharge_date,RechargeDate:, રીચાર્જ તારીખ: 
receiver_name_,Reciever Name,મેળવનારનું નામ 
refresh,Refresh, રીફ્રેશ 
refund_amount,Refund amount,રીફંડ રકમ 
refund_success,Refund is successful,રીફંડ સફળ થઈ ગયું છે 
remote_pos,Remote POS,રીમોટ પીઓએસ 
report_type,Report Type, પ્રકાર જણાવો 
request_recharge,Request Recharge,રીચાર્જ વિનંતી 
resend_otp,Resend, ફરી મોકલો 
reset,Reset,રીસેટ 
review_and_pay,Review and Pay, રીવ્યુ અને ચૂકવો 
review_and_proceed,Review and proceed, રીવ્યુ અને આગળ વધો 
label_route_is_loading,Route is loading, રૂટ લોડ થાય છે 
s1,S1,એસ1 
s3,S3,એસ3 
s5,S5,એસ5 
scan,Scan, સ્કેન 
search_driver,Search Driver, સર્ચ ડ્રાઈવર 
search_with_name,Search with Name,સર્ચ નામ સાથે 
seat_fare,Seat Fare, સીટ ભાડું 
seat_numbers,Seat Numbers,સીટ નંબરો 
seat_type_number,Seat type number, સીટ પ્રકાર નંબર 
select_agent_name,Select Agent Name,એજન્ટનું નામ પસંદ કરો 
select_agent_city,Select Agent City,એજન્ટનું શહેર પસંદ કરો 
select_all,Select All, બધુ પસંદ કરો 
label_select_booking_type,Select Booking Type,બુકિંગ પ્રકાર પસંદ કરો 
toolbar_select_from_map,Select Branch From Map, નકશામાથી શાખા પસંદ કરો 
label_select_chart,Select Chart, ચાર્ટ પસંદ કરો 
error_select_chart,Select chart for transfer, ટ્રાન્સફર માટે ચાર્ટ પસંદ કરો 
select_consignment_type,Select Consignment Type, પસંદ કરો માલસામાન પ્રકાર 
select_coupon_type,Select Coupon Type,પસંદ કરો કૂપન પ્રકાર 
select_destination_city_short,Select Destination City,પસંદ કરો પહોંચવાનું શહેર 
select_dispatch_by_branch,Select Dispatch By Branch,પસંદ કરોશાખા દ્વારા ડિસ્પેચ 
saved_details,Select from saved details, સેવ કરેલ વિગતોમાથી પસંદ કરો. 
select_id_proof_type,Select ID Proof, પસંદ કરોઆઈડી પ્રૂફ 
select_input_type,Select input type,પસંદ કરો ઈનપુટ પ્રકાર 
select_issuer,Select issuer,પસંદ કરો ઇસ્યુ કરનાર
select_item_type,Select item type, પસંદ કરો વિગત પ્રકાર 
select_items,Select Items,પસંદ કરો વિગતો 
select_ledger,Select Ledger,પસંદ કરો લેજર 
label_select_new_drop_off,Select New Dropoff,પસંદ કરો નવું ડ્રોપઓફ 
label_select_new_pick_up,Select New Pickup,નવું પીક અપ પસંદ કરો 
select_party,Select Party,પસંદ કરો પાર્ટી 
select_payment_mode,Select Payment Mode,પસંદ કરો ચૂકવણી મોડ 
select_pickup_droooff,Select Pickup & Dropoff,પસંદ કરો પીક અપ અને ડ્રોપ ઓફ 
select_month,Select month,પસંદ કરો મહિનો 
select_pnr,Select PNR,પસંદ કરો પીએનઆર 
select_qr_payment_mode,Select QR payment mode,પસંદ કરો કયુઆર ચૂકવણી મોડ 
select_qr_provider,Select QR Provider, પસંદ કરો કયુઆર પૂરું પાડનાર 
label_select_received_by_branch,Select Received By Branch,શાખા દ્વારા મેળવવામાં આવ્યું ને પસંદ કરો 
select_receving_branch,Select Receving Branch,મેળવનાર શાખાને પસંદ કરો 
select_receiver_id_type,Select Receiver ID Type, પસંદ કરો મેળવનાર આઈડી પ્રકાર 
label_select_report_type,Select Report Type,પસંદ કરો અહેવાલ પ્રકાર 
select_seats,Select Seats, સીટઝ પસંદ કરો 
select_sender_id_type,Select Sender ID Type,પસંદ કરો મોકલનાર આઈડી પ્રકાર 
label_select_summary_type,Select Summary Type, સારાંશ પ્રકાર પસંદ કરો 
toolbar_report_type,Select Summary Type,સારાંશ પ્રકાર પસંદ કરો 
select_transfer_branch,Select Transfer Branch, ટ્રાન્સફર શાખા પસંદ કરો 
select_transfer_branch_in,Select Transfer Branch in, પસંદ કરો શાખા માં ટ્રાન્સફર  
select_vehicle_no,select Vehicle No,પસંદ કરો વાહન નં 
selected_lr_no,Selected LR No, પસંદ કરેલ એલઆર નં 
label_select_seat,Selected old seats, પસંદ કરેલ જૂની સીટો 
selected_trans_ids,Selected Trans. Ids, પસંદ કરેલ ટ્રાન્સ. આઈડી 
label_self,Self, સેલ્ફ 
label_self_freight,Self Freight,સેલ્ફ નૂર 
send_gps_link,Send GPS Link, જીપીએસ લિન્ક મોકલો 
send_i_was_there,Send I was there SMS, હું ત્યાં હતો તે એસએમએસ મોકલો 
send_link_to_multiple_passenger,Send link to multiple passenger, ઘણાં બધાં મુસાફરને લિન્ક મોકલો 
send_express_checkout,Send Express Checkout, મોકલો એક્ષપ્રેસ ચેકઆઉટ 
sender_city_and_state,Sender City & State, મોકલનાર શહેર અને રાજય 
sender_id_and_image,Sender ID & Image, મોકલનાર આઈડી અને ઇમેજ 
sender_id_image,Sender ID Image, મોકલનાર આઈડી ઇમેજ 
sender_id_proof,Sender ID Proof,મોકલનાર આઈડી પ્રૂફ 
sender_id_proof_no,Sender ID Proof No,મોકલનાર આઈડી પ્રૂફ નં 
sender_image,Sender Image,મોકલનારઇમેજ 
sender_mobile_no_,Sender mobile No,મોકલનાર મોબાઈલ નં 
service_name,Service Name,સર્વિસ નામ 
short_receive,Short Receive,શોર્ટ મેળવવું 
show_all,Show All, બધુ બતાવો 
label_show_auto_receive,Show Auto Receive Only,માત્ર ઓટો મેળવો બતાવો 
show_date,Show date,તારીખ બતાવો 
show_list,Show List,યાદી બતાવો 
show_list_all,Show list all,બધી યાદી બતાવો 
label_near_by_branches,Show Nearby Branches, નજીકની શાખાઓ બતાવો 
show_qr,Show QR,બતાવો કયુઆર 
label_rate_enquiry,Show Rate,બતાવો દર 
show_time,Show time, સમય બતાવો 
sms_info,SMS Info, એસએમએસ માહિતી 
sms_pnr_info,SMS PNR Info, એસએમએસ પીએનઆર માહિતી 
label_sms_success,Sms sent successfully, એસએમએસ સફળતાપૂર્વક મોકલ્યો 
sms_template,SMS Template, એસએમએસ ટેમ્પલેટ 
sms_template_here,SMS Template Here.., એસએમએસ ટેમ્પલેટ અહીંયા.. 
sms_type,SMS Type, એસએમએસ પ્રકાર
source_branch,Source Branch, સંશાધન શાખા 
source_city,Source City, સંશાધન શહેર 
special_vehicle,Special vehicle,ખાસ વાહન 
label_sr,Sr., સી. 
staff_mno,Staff MNo., સ્ટાફ એમએનઓ. 
dec_date,Start date,શરૂઆતની તારીખ 
start_date,Start date,શરૂઆતની તારીખ
start_recording,Start recording, રેકોર્ડિંગની શરૂઆત 
start_syncing,Start Syncing, સિંકિંગ શરૂ કરો 
stop_recording,Stop recording, રેકોર્ડિંગ બંધ કરો 
stop_syncing,Stop Syncing, બીએમડીએચ કરો સિંકિંગ 
stop_trip,Stop Trip,બંધ કરો ટ્રીપ 
submit_otp,Submit OTP,ઓટીપી સુપ્રત કરો 
receive_report_type_2,Summary, સારાંશ 
toolbar_summary_receive_report,Summary -Receive Report,સારાંશ- મેળવો અહેવાલ 
dispatch_report_type_3,Summary Only, માત્ર સારાંશ 
dispatch_report_type_5,Summary with Hamali & Cartage, સારાંશ હમાલી અને કાર્ટેજ સાથે 
dispatch_report_type_6,Summary with other charges,અન્ય દર સાથે સારાંશ 
swiping_charges,Swiping Charges, સ્વાઈપીંગ દરો 
label_tnc,T&C,નિયમો અને શરતો 
test,Test,કસોટી 
label_already_added,This Eway bill already added, એ ઇવે બિલને ઉમેરી દેવામાં આવ્યું છે 
tv_given_time,Time, સમય 
end_date,To Date, તારીખે 
to_stage,To Stage, પ્રતિ સ્ટેજ 
label_to_lr_booking_date,To LR Booking Date, થી એલઆર બુકિંગ તારીખ 
label_to_pay,To-Pay, ચૂકવવા માટે 
offline_trips_tonetag,Tonetag - Offline trips, ટોનટેગ-ઓફલાઇન ટ્રીપ્ઝ 
topay,Topay, ચૂકવવા માટે 
label_to_pay_amount,ToPay Amount,ચૂકવવા માટે રકમ 
label_to_pay_freight,ToPay Freight,નૂર ચૂકવવા માટે 
label_to_pay_gst_other,ToPay GST + Other, જીએસટી+અન્ય ચૂકવવા માટે 
label_to_pay_lr_count,ToPay LR Count, એલઆર ગણતરી ચૂકવવા માટે 
label_to_pay_units,ToPay Units, એકમોને ચૂકવવા માટે 
total_damage_qty,Total Damage Qty,કુલ જથ્થાને નુકશાન 
total_eway_bill_count,Total Eway Bill Count, કુલ ઇવે બિલ ગણતરી 
total_fare_gst,Total Fare(+GST), કુલ ભાડું (+જીએસટી) 
total_freight,Total Freight, કુલ ભાડું 
total_gst,Total GST, કુલ જીએસટી 
label_total_gst_other,Total GST + Other, કુલ જીએસટી+અન્ય 
total_items_,Total Items:,કુલ વિગતો: 
total_lr_count,Total LR Count, કુલ એલઆર ગણતરી 
label_total_net_amount,Total Net Amount,કુલ ચોખ્ખી રકમ 
total_qty,Total Qty,કુલ જથ્થો 
total_short_qty,Total Short Qty,કુલ શોર્ટ જથ્થો 
total_units,Total Units,કુલ એકમો 
transaction_amount,Transaction amount, લેવડ દેવડ રકમ 
trans_amount,Transaction amount, લેવડ દેવડ રકમ 
transaction_code_,Transaction code,લેવડ દેવડ કોડ 
trans_dt_time,Transaction date time, લેવડ દેવડ તારીખ સમય 
transaction_id,Transaction Id, લેવડ દેવડ આઈડી 
transaction_status,Transaction Status,લેવડ દેવડ સ્ટેટસ 
transfer,Transfer,ટ્રાન્સફર 
transfer_all,Transfer all, ટ્રાન્સફર બધાં 
transfer_by_branch,Transfer By Branch, શાખા દ્વારા ટ્રાન્સફર 
transfer_by_user,Transfer By User,વપરાશકાર દ્વારા ટ્રાન્સફર 
transfer_branch,Transfer Branch,ટ્રાન્સફર શાખા 
transfer_date,Transfer Date, ટ્રાન્સફર તારીખ. 
error_transfer_insert,Transfer Failed! Try again, શાખામાથી ટ્રાન્સફર 
label_transfer_from_branch,Transfer From Branch, શાખામાથી ટ્રાન્સફર 
label_transfer_from_city,Transfer From City, શહેરમાથી ટ્રાન્સફર 
transfer_luggage,Transfer Luggage, ટ્રાન્સફર સામાન 
transfer_new,Transfer New,ટ્રાન્સફર નવું 
transfer_receive,Transfer Receive, ટ્રાન્સફર મેળવવું 
msg_transfer_success,Transfer Success,ટ્રાન્સફર સફળ 
transfer_to,Transfer To,ને ટ્રાન્સફર
transfer_to_branch,Transfer To Branch, શાખામાં ટ્રાન્સફર 
transfer_to_city,Transfer To City,શહેરમાં ટ્રાન્સફર 
transfer_type,Transfer Type, ટ્રાન્સફરપ્રકાર 
transporter_name,Transporter Name,ટ્રાન્સપોર્ટરનું નામ 
tv_trip_name,Trip name, ટ્રીપનું નામ 
type_of_collection,Type of collection, કલેક્ષનનો પ્રકાર 
type_of_goods,Type of goods,સામાનનો પ્રકાર 
units,Units,એકમો 
unknown,Unknown,અજાણ્યા 
upi_qr,UPI QR,યુપીઆઈ કયુઆર 
upload_receiver_image,Upload Receiver Image,અપલોડ મેળવનાર ઇમેજ 
upload_receiver_image_and_id,Upload Receiver Image and Id,અપલોડ મેળવનાર ઇમેજ અને આઈડી 
upload_receiver_id_image,Upload Receiver Id Image, અપલોડ મેળવનાર આઈડી ઇમેજ 
upload_sender_id_image,Upload Sender ID Image, અપલોડ મોકલનાર આઈડી ઇમેજ 
upload_sender_image,Upload Sender Image, અપલોડ મોકલનાર ઇમેજ 
label_usages,Usage :,વપરાશકાર: 
label_user_location,User Location Point :, વપરાશકાર સ્થળ પોઈન્ટ: 
valid,Valid,માન્ય 
validate,Validate,માન્ય કરવું 
validate_boarding,Validate Boarding for seat, સીટ માટે બોર્ડિંગ માન્ય કરવું 
validate_with_pin,Validation with pin, પીન સાથે માન્ય કરવું 
validity,Validity,માન્યતા 
valuation_charge,Valuation Charge, ચાર્જ મૂલ્યાંકન 
vehicle,Vehicle, વાહન 
label_vehicle_wise,vehicle wise,વાહન અનુસાર 
vehicle_wise,vehicle wise,વાહન અનુસાર 
vehicle_wise_challan_wise_summary,Vehicle-wise Challan-wise Summary, વાહન_અનુસાર ચલણ- અનુસાર સારાંશ 
dispatch_report_type_2,Vehicle-wise Summary (Cancelled dispatch),વાહન-અનુસાર સારાંશ ( ડિસ્પેચ કેન્સલ કરો) 
verify,Verify, ચકાસો 
verification_status,Verification Status, ચકાસણી સ્ટેટસ 
version_name,Version name, આવૃતિ નામ 
view_coupons,View Coupons, વ્યૂ કુપન્સ 
voucher_success,Voucher success,વાઉચર સફળ 
weight_charge,Weight Charge,વજન ચાર્જ 
blocked_lrno_is,Blocked LRNO is,ન્લોક કરેલ એલઆર નં છે 
label_gps_config_fail,Bus not assigned or GPS not configured., બસ ફાળવેલ નથી અથવા જીપીએસ કંફીગ્યુર્ડ નથી. 
click_swipe_machine,Click preferred swipe machine type to proceed,આગળ વધવા માટે અગરીમતાવાળા સ્વાઈપ મશીનના પ્રકારને કલીક કરો 
inactive_trip,Currently all sub-routes are closed !,હાલમાં બધાં જ પેટા-માર્ગો બીએમડીએચ કરવામાં આવ્યા છે!
change_destination_branch,Do you want to change the Destination Branch?, શું તમે ડેસ્ટીનેશન શાખા બદલવા માંગો છો? 
enter_4_digits_pin,Enter 4 digits pin, 4 ડિજીટસ પીન દાખલ કરો 
msg_if_you_have_forgotten,*If you have forgotten the saved pattern  logoutlogin and create a new pattern," જો સેવ કરેલી પેટર્ન તમે ભૂલી ગયા છો લૉગઆઉટ થઈ લોગીન થાઓ અને નવી પેટર્ન બનાવો"" "
payment_modes_not_loaded,Payment modes list is not loaded!,ચૂકવણી મોડની યાદી લોડ કરેલ નથી! 
label_select_ewaybill,Please Select At Least One Eway Bill,કૃપા કરીને ઓછામાં ઓછા એક ઇવે બિલને પસંદ કરો 
qr_valid_fail,QR validation failed, કયુઆર માન્યતા નિષ્ફળ 
rate_entered_for_party,Rate Entered For Party Booking Does Not Match Assigned Rate!,પાર્ટી બુકિંગ માટે દાખલ કરવામાં આવેલો દર ફાળવવામાં આવેલ દર સાથે બંધ બેસતો નથી! 
msg_confirm_non_report_seat,Seat will be non-reported by following action., સીટને નીચેની ક્રિયા દ્બારા અહેવાલ કરવામાં આવશે નહીં. 
message_ewaybilt_different_transporter,Transporter-ID does not match to yours, ટ્રાન્સપોર્ટર-આઈડી તમારા સાથે બંધ બેસતો નથી 
trip_detail_not_found_error,Trip Details Not Found For Selected Chart Date,ટ્રીપ વિગતો પસ્મ્દ કરેલા ચાર્ટની તારીખ માટે મળી નથી 
volumetric_inch,Volumetric Weight(KG) =(Length*Width*Height*16.3871/5000),વોલ્યુમેટ્રીક વજન (કિગ્રા)+ (લંબાઈ*પહોળાઈ*ઊંચાઈ*16.3871/5000) 
volumetric_cm,Volumetric Weight(KG) =(Length*Width*Height/5000),વોલ્યુમેટ્રીક વજન (કિગ્રા)+ ( લંબાઈ*પહોળાઈ*ઊંચાઈ/5000) 
volumetric_mm,Volumetric Weight(KG) =(Length*Width*Height/5000000),વોલ્યુમેટ્રીક વજન (કિગ્રા)= ( લંબાઈ*પહોળાઈ*ઊંચાઈ/ 5000000) 
booking_reprint,Booking reprint,બુકિંગ રીપ્રિન્ટ 
booking_cancel,Booking cancel, બુકિંગ કેન્સલ 
delivery_cancel,Delivery cancel, ડિલીવરી કેન્સલ 
delivery_reprint,Delivery reprint,ડિલીવરી રીપ્રિન્ટ 
booking_date_and_time,Booking Date & Time, બુકિંગ તારીખ અને સમય 
way_bill_no_lr_no,Way Bill No (LR No.), વે બિલ નં (એલઆર નં.) 
reprint_duplicate_copy,REPRINT (DUPLICATE COPY),રીપ્રિન્ટ (ડુપ્લીકેટ કોપી) 
delivery_date_and_time,Delivery Date & Time,ડિલીવરી તારીખ અને સમય 
received_date_and_time,Received Date & Time,મેળવેલ તારીખ અને સમય 
more_options_underline,More Options,વધુ વિકલ્પો 
more_options_fields_underline,More Optional Fields,વધુ વૈકલ્પિક ક્ષેત્રો 
charged_weight,Charged Weight,ચાર્જ કરેલ વજન 
delivered_by,Delivered By, ના દ્વારા ડિલીવરી કરેલ 
delivery_charge,Delivery Charge, ડિલીવરી ચાર્જ 
search_new_lr,search new lr,નવું એલઆર 
dispatch_remarks,Dispatch Remarks,ડિસ્પેચ રીમાર્કઝ 
receive_remarks,Receive Remarks, મેળવો રીમાર્કઝ 
select_option_search_by,Select Option Search By, ના દ્વારા વિકલ્પ શોધને પસંદ કરો 
not_authorised,Not Authorised, અધિકૃત નથી 
location_setting,Location settings, સ્થળ સેટીંગ્ઝ 
fetch_failed,Fetch failed, લઈ આવવાનું નિષ્ફળ 
terms_of_use,Terms of use, ઉપયોગની શરતો 
privacy_policy,Privacy policy,પ્રાયવસી પોલીસી 
data_pending_to_upload,Data pending to upload!,અપલોડ કરવા માટે ડેટા પડતર! 
can_not_logout,Can not logout!,લૉગઆઉટ થઈ શકતા નથી! 
unable_to_open_google_playstore,Unable to open Google Play Store,ગૂગલ પ્લે સ્ટોર ખોલવા માટે અસમર્થ 
update_avaiable,Update available, અપડેટ ઉપલબ્ધ 
add_more_details,Add More Details, વધુ વિગતો ઉમેરો 
show_less,Show less,ઓછું બતાવો 
add_receiver_details,Add Receiver Details,મેળવનારની વિગતો ઉમેરો 
add_sender_details,Add Sender Details,મોકલનારની વિગતો ઉમેરો 
validate_underline,Validate,માન્યતા 
label_rate_enquiry_underlined,Show Rate, દર બતાવો 
remove_underline,Remove, દૂર કરો 
change_underline,Change, બદલો 
msg_warning_payment,Please do not press back button or home button thought the payment for a better payment experience, કૃપા કરીને બેક બટન અથવા હોમ બટન દબાવશો નહીં ચૂકવણીમાં ચૂકવણીના વધુ સારા અનુભવ માટે 
msg_transfer_succesfully,You have successfully transferred old seats to new seats,તમે સફળતાપૂર્વક જૂની સીટને બદલે નવી સીટ ટ્રાન્સફર કરી છે 
msg_confirm_add_expense,Do you want to add expense ?, શું તમે ખર્ચ ઉમેરવા માગો છો? 
msg_tnc_link,You agree to our Terms of Use agreement and Privacy Policy, શું તમે અમારી વપરાશની અને પ્રાયવસી પોલીસીની શરતોની સમજૂતી સાથે સહમત છો 
msg_give_permission_blutooth_connnnect,Please give us bluetooth connect or nearby devices permission!!,કૃપા કરીને અમને બ્લ્યુટૂથ જોડાણ અથવા નજીકના સાધનોની પરવાનગી આપો!! 
msg_give_permission_blutooth_scan,Please give us bluetooth scan permission!!, કૃપા કરીને અમને બ્લયુટૂથ સ્કેન પરવાનગી આપો!!   
msg_per__read_storage,Please give us write storage permission!!, કૃપા કરીને અમને લેખન સંગ્રહ પરવાનગી આપો !! 
msg_per_write_storage,Please give us read storage permission!!,કૃપા કરીને અમને વાંચન સંગ્રહ પરવાનગી આપો !! 
msg_per_camera,Please give us camera permission!!,કૃપા કરીને અમને કેમેરાની પરવાનગી આપો!! 
msg_check_pnp,Please agree to our Terms of Use agreement and Privacy Policy,કૃપા કરીને અમારી વપરાશની સમજૂતી અને પ્રાયવસી પોલીસી માટે અમારી શરતો સાથે સહમત બનો 
msg_monthly_rental,Monthly rental for this app is,એ એપ માટે માસિક ભાડું છે 
msg_kindly_contact_reprensentative,Kindly contact your representative for more information., વધુ માહિતી માટે તમારા પ્રતિનિધિનો સંપર્ક કરો. 
msg_not_access_to_app,Your access to app is not authorised or expired., તમારો એપનો ઉપયોગ અધિકૃત નથી અથવા પૂરો થઈ ગયો છે. 
msg_contact_maventech,Kindly contact the MavenTech Labs accounts team for assistance!, સહાય માટે મેવેન  ટેક લેબ્ઝ ખાતાનો કૃપા કરીને સંપર્ક કરો!
msg_new_update_avaible,New update for the app is available. Update the app to enjoy latest features!,એપ માટે નવો અપડેટ ઉપલબ્ધ છે લેટસ્ટ ફીચરને માણવા માટે એપને અપડેટ કરો!
msg_app_required_gps,App requires GPS to run! Change the location setting to enable GPS, એપને જીપીએસની જરૂર છે ચલાવવા માટે! જીપીએસને સક્ષમ કરવા માટે સ્થળનું સેટીંગ્ઝ બદલો
msg_app_wont_work_without_permission,App won't work without the permission. Grant permission from settings,એપ પરવાનગી વગર કામ કરતું નથી. સેટીંગ્ઝ પાસેથી પરવાનગી મેળવો
msg_mobile_not_verified,Mobile number is not verified!,મોબાઈલ નંબર ચકાસાયેલ નથી! 
msg_qr_less_amount_error,Scanned amount is less than the total fare Scan different QR or change the payment mode to continue the booking !,""" સ્કેન કરેલી રકમ કુલ ભાડા કરતાં ઓછી છે અલગ કયુઆરને સ્કેન કરો અથવા બુકિંગમાં આગળ જવા માટે પેમેન્ટ મોડને બદલો!"" "
msg_fill_info,Fill with customer Mobile number and Email ID(optional) to generate prepaid card against the mobile number.,"ગ્રાહકના મોબાઈલ નંબર અને ઈમેઈલ આઈડી(વૈકલ્પિક) વડે ભરો મોબાઈલ નંબર સમે પ્રિપેઈડ કાર્ડ જનરેટ કરવા માટે!"""
msg_cover_warning_for_other_booking_type,Only Payment Type Paid Is Applicable For This Consignment Type,માત્ર પેમેન્ટ પ્રકાર ચૂકવ્યા જ લાગુ પડે છે આ માલસામાનના પ્રકાર માટે
msg_packet_warning_for_other_booking_type,Payment Type should not be TO-PAY for this consignment type,પેમેન્ટ પ્રકાર એ માલસામાનના પ્રકાર માટે પ્રતિ ચૂકવણી ના હોવો જોઈએ
